id,ac,hl,flight,date,EGT1,EGT2,N11,N12,N21,N22,FF1,FF2
1824,777,HL7766,L663,2023-11-04 9:52,413.4,409.4,86,86.1,86,85.8,7344,7282
1832,777,HL7766,L664,2023-11-04 17:34,413.3,408.5,84.8,84.9,86.1,85.9,7366,7292
1840,777,HL7766,L664,2023-11-04 19:13,397,394.2,83.3,83.4,85.2,85.1,6905,6853
1855,777,HL7766,L855,2023-11-05 3:37,363.3,357.7,76.7,76.8,82.9,82.5,6350,6311
1860,777,HL7766,L855,2023-11-05 3:38,363.9,358.2,76.8,76.9,82.9,82.6,6369,6341
1883,777,HL7766,L477,2023-11-05 12:51,406.4,402.3,85.4,85.5,85.7,85.4,7290,7210
1884,777,HL7766,L477,2023-11-05 12:51,406.4,402.3,85.4,85.5,85.7,85.4,7290,7210
1890,777,HL7766,L477,2023-11-05 13:26,405.7,401.4,84.8,84.9,85.6,85.3,7078,7016
1905,777,HL7766,L478,2023-11-06 2:09,399.4,395.7,83.4,83.5,85.2,85.1,6935,6875
1915,777,HL7766,L478,2023-11-06 2:28,399.5,396.5,83.8,83.9,85.3,85.2,6972,6918
1933,777,HL7766,L177,2023-11-06 12:26,391.9,447.5,82.8,81.4,84.6,84.9,6604,6976
1938,777,HL7766,L177,2023-11-06 14:09,386.9,383.8,82.7,82.9,84.6,84.4,6416,6417
1945,777,HL7766,L178,2023-11-06 17:43,399,395.8,84.1,84.2,85.2,85,6592,6540
1948,777,HL7766,L178,2023-11-06 17:48,400.3,397.2,84.4,84.5,85.3,85.1,6669,6598
1993,777,HL7766,L615,2023-11-07 11:00,394.4,391.3,83.4,83.5,84.9,84.7,6791,6760
1998,777,HL7766,L615,2023-11-07 12:51,390.9,386.3,83.2,83.4,84.8,84.7,6569,6564
2005,777,HL7766,L616,2023-11-07 16:44,406.8,404.3,83.3,83.4,85.9,85.7,7375,7316
2007,777,HL7766,L616,2023-11-07 18:24,394.3,392.7,82.5,82.7,85.2,85.1,7198,7158
2051,777,HL7766,L477,2023-11-08 12:08,411.5,409.1,86.6,86.6,86.1,85.8,7588,7522
2061,777,HL7766,L477,2023-11-08 14:14,410.1,408.7,85.4,85.4,85.9,85.7,7204,7142
2080,777,HL7766,L478,2023-11-09 2:05,406.9,403.5,83.9,84,85.6,85.5,7096,7029
2093,777,HL7766,L478,2023-11-09 2:46,397.6,395.9,83.4,83.6,85.3,85.2,6869,6853
2101,777,HL7766,L663,2023-11-09 9:01,379.3,377.5,83.2,83.2,84.3,84.2,7395,7364
2110,777,HL7766,L663,2023-11-09 10:08,406.9,405.5,84.4,84.5,85.8,85.7,7399,7371
2118,777,HL7766,L664,2023-11-09 17:23,405.5,402,83.7,83.8,85.6,85.4,7071,7025
2123,777,HL7766,L664,2023-11-09 20:00,385.8,384.6,82.3,82.4,84.7,84.5,6565,6577
2131,777,HL7766,L421,2023-11-10 1:31,394.7,389.3,82,82.1,84.6,84.4,6588,6547
2129,777,HL7766,L421,2023-11-10 1:31,394.7,389.3,82,82.1,84.6,84.4,6588,6547
2138,777,HL7766,L421,2023-11-10 3:30,392.6,389.8,83.4,83.6,84.8,84.6,6323,6306
2154,777,HL7766,L422,2023-11-10 7:37,401.6,395.8,81.7,81.7,85.5,85.2,7051,6958
2163,777,HL7766,L422,2023-11-10 8:46,389.1,383.9,80.6,80.8,84.7,84.5,6717,6664
2189,777,HL7766,L185,2023-11-11 0:50,390.2,387.5,82.2,82.3,84.8,84.6,6851,6834
2194,777,HL7766,L185,2023-11-11 1:15,388.9,386.9,82.1,82.2,84.8,84.7,6770,6753
2204,777,HL7766,L186,2023-11-11 5:12,400.5,395.3,81.6,81.7,85.7,85.4,7499,7422
2207,777,HL7766,L186,2023-11-11 5:23,397.5,393,81.6,81.8,85.5,85.2,7469,7410
2223,777,HL7766,L477,2023-11-11 11:50,405,401.7,84.7,84.7,85.6,85.4,7138,7076
2231,777,HL7766,L477,2023-11-11 14:11,400.9,397.2,84.5,84.6,85.3,85.1,6684,6668
2251,777,HL7766,L478,2023-11-12 1:56,410.1,405.1,82.2,82.3,86,85.8,7523,7432
2267,777,HL7766,L478,2023-11-12 2:38,408,405.3,82.8,83,86.1,85.9,7693,7650
2287,777,HL7766,L895,2023-11-12 11:14,395.5,392.3,82.2,82.3,85.2,85.1,6712,6708
2289,777,HL7766,L895,2023-11-12 11:42,389.8,388.5,82.4,82.6,85,84.9,6882,6883
2312,777,HL7766,L896,2023-11-13 1:57,387.2,380.2,78.1,78.2,83.4,83.1,6558,6559
2318,777,HL7766,L896,2023-11-13 1:58,386.6,379.6,78.1,78.2,83.4,83.1,6551,6563
2348,777,HL7766,L477,2023-11-13 11:40,426.2,421.7,86.6,86.6,86.5,86.3,7627,7542
2356,777,HL7766,L477,2023-11-13 14:06,406.4,403.3,84.9,85,85.6,85.4,7134,7056
2380,777,HL7766,L478,2023-11-14 2:17,400.9,397.3,83.2,83.4,85.2,85.1,6851,6799
2394,777,HL7766,L478,2023-11-14 3:06,389.4,387.5,82.6,82.7,84.8,84.7,6652,6638
2411,777,HL7766,L477,2023-11-14 11:58,418.9,414.7,86.3,86.3,86.4,86.1,7578,7472
2417,777,HL7766,L477,2023-11-14 14:35,403.4,399.7,84.7,84.7,85.6,85.4,7089,6996
2432,777,HL7766,L478,2023-11-15 2:14,418.9,414.7,84.9,85.1,86.6,86.4,7800,7770
2450,777,HL7766,L478,2023-11-15 3:06,408.9,405.9,84.7,84.8,85.9,85.7,7288,7227
2462,777,HL7766,L663,2023-11-15 9:10,383.9,380.8,82.8,82.9,84.5,84.3,7302,7234
2474,777,HL7766,L663,2023-11-15 10:50,406.7,402.3,82.7,82.8,85.8,85.6,7451,7402
2480,777,HL7766,L664,2023-11-15 17:24,410.4,404.8,84.6,85,85.8,85.7,7177,7129
2486,777,HL7766,L664,2023-11-15 19:26,392,390.7,82.6,82.8,84.8,84.7,6637,6652
2490,777,HL7766,L185,2023-11-16 0:55,376.6,374.7,81.2,81.3,84,83.8,6602,6597
2494,777,HL7766,L185,2023-11-16 1:51,390.1,388.8,82.3,82.4,84.9,84.8,6782,6796
2502,777,HL7766,L186,2023-11-16 5:35,396,392.5,81,81.1,85.3,85,7204,7162
2506,777,HL7766,L186,2023-11-16 5:41,391.1,387.2,80.6,80.7,85,84.7,7065,7009
2518,777,HL7766,L663,2023-11-16 9:11,418.1,415.8,86.7,86.8,86.2,86,7459,7415
2526,777,HL7766,L663,2023-11-16 10:14,410.4,408.6,86,86.1,85.9,85.7,7318,7261
2532,777,HL7766,L664,2023-11-16 17:20,415,412.6,85.3,85.4,86.3,86.1,7442,7386
2536,777,HL7766,L664,2023-11-16 18:43,405.7,403.5,84.1,84.3,85.7,85.5,7128,7069
2539,777,HL7766,L421,2023-11-17 1:24,409.9,408.1,84.7,84.9,86,85.9,7187,7140
2546,777,HL7766,L421,2023-11-17 3:42,395.3,393.9,82.9,83.1,85.1,85,6699,6704
2552,777,HL7766,L422,2023-11-17 7:40,401.5,398.7,83.5,83.6,85.4,85.2,6704,6668
2562,777,HL7766,L422,2023-11-17 7:59,394.3,392.3,83.4,83.5,85,84.9,6671,6629
2602,777,HL7766,L663,2023-11-18 8:50,390.5,389,82.6,82.7,84.8,84.6,7092,7051
2613,777,HL7766,L663,2023-11-18 10:54,407,402.2,84.3,84.4,85.7,85.3,6904,6845
2619,777,HL7766,L664,2023-11-18 17:27,405.9,402.4,83.6,83.8,85.6,85.5,7002,6961
2625,777,HL7766,L664,2023-11-18 19:05,397,394.8,83,83.2,85.1,85,6736,6731
2630,777,HL7766,L421,2023-11-19 1:17,386.1,382.2,80.9,81,84.7,84.4,7352,7290
2644,777,HL7766,L421,2023-11-19 3:06,395,391.3,81.6,81.7,85,84.8,6718,6668
2659,777,HL7766,L422,2023-11-19 7:59,400.5,394.4,80.7,80.8,85.3,85,6923,6841
2663,777,HL7766,L422,2023-11-19 8:15,402.4,399,81.5,81.7,85.5,85.4,7090,7024
2678,777,HL7766,L421,2023-11-20 1:23,408.4,405.9,84.4,84.6,85.7,85.5,7230,7163
2689,777,HL7766,L421,2023-11-20 2:14,403.9,401.7,83.8,84,85.5,85.3,6932,6917
2698,777,HL7766,L422,2023-11-20 7:32,404.6,398.1,79.9,80,85.2,85,7011,6935
2707,777,HL7766,L422,2023-11-20 9:53,394.6,389.1,78.8,78.9,84.5,84.3,6631,6580
2761,777,HL7766,L186,2023-11-21 5:01,401.8,398,82.5,82.7,85.4,85.2,6610,6573
2762,777,HL7766,L186,2023-11-21 5:41,383.1,380.3,81.6,81.8,84.5,84.3,6390,6373
2769,777,HL7766,L477,2023-11-21 12:29,437.5,434.1,87.6,87.7,87.3,87.1,7784,7723
2775,777,HL7766,L477,2023-11-21 13:22,428.4,425,87.2,87.2,86.8,86.6,7685,7581
2793,777,HL7766,L478,2023-11-22 1:57,411.9,408.5,83,83.2,86.2,86,7765,7703
2807,777,HL7766,L478,2023-11-22 3:07,399.7,395.6,83,83.1,85.3,85.1,6849,6789
2820,777,HL7766,L475,2023-11-22 10:17,414.9,411.5,84.3,84.5,86.1,85.9,7513,7458
2829,777,HL7766,L475,2023-11-22 12:14,401.2,398.4,83.3,83.4,85.5,85.3,7133,7080
2836,777,HL7766,L476,2023-11-22 16:55,419.8,413.7,81.8,82,86.4,86.2,7830,7747
2842,777,HL7766,L476,2023-11-22 18:17,407.4,403,83.9,84,85.7,85.5,7050,6993
2851,777,HL7766,L421,2023-11-23 1:11,406.3,404.4,83.8,83.9,85.9,85.8,7594,7534
2860,777,HL7766,L421,2023-11-23 2:24,398.4,396.7,82.6,82.8,85.5,85.3,7182,7142
2874,777,HL7766,L422,2023-11-23 7:34,401,398,83.4,83.5,85.3,85.1,6677,6635
2879,777,HL7766,L422,2023-11-23 8:14,394.9,391.1,83.3,83.5,85,84.8,6583,6560
2902,777,HL7766,L185,2023-11-24 1:05,403.1,396.1,82,82.2,84.8,84.6,6887,6803
2908,777,HL7766,L185,2023-11-24 1:12,399.3,394.8,82.7,82.9,85.2,85,6982,6927
2916,777,HL7766,L186,2023-11-24 4:59,397.7,393,82.7,82.9,85.2,85,6791,6753
2922,777,HL7766,L186,2023-11-24 5:04,397.5,393.2,83,83.1,85.2,85,6819,6790
2938,777,HL7766,L477,2023-11-24 12:01,414.6,410.2,86.7,86.8,86,85.8,7580,7496
2944,777,HL7766,L477,2023-11-24 14:26,401.3,394.4,84.3,84.3,85.3,85,6892,6831
2962,777,HL7766,L478,2023-11-25 2:04,399.1,395.3,83,83.1,85.2,85,6785,6739
2975,777,HL7766,L478,2023-11-25 4:21,394.2,390.8,82.8,83,85,84.8,6706,6674
2985,777,HL7766,L663,2023-11-25 8:48,407.3,402.6,83.7,83.9,85.7,85.4,7341,7263
2994,777,HL7766,L663,2023-11-25 9:41,411.6,407.3,84.6,84.6,86,85.8,7541,7464
3001,777,HL7766,L664,2023-11-25 17:31,408.5,402,84,84.2,85.8,85.5,7099,7046
3009,777,HL7766,L664,2023-11-25 19:41,393.8,387.8,82.8,83,85,84.8,6700,6696
3011,777,HL7766,L185,2023-11-26 0:41,391.1,385.9,81.9,82,84.8,84.6,6725,6720
3019,777,HL7766,L185,2023-11-26 1:37,387.6,383.4,81.9,82.1,84.7,84.5,6683,6679
3026,777,HL7766,L186,2023-11-26 4:58,399.8,393.3,81.3,81.5,85.5,85.2,7378,7310
3025,777,HL7766,L186,2023-11-26 4:58,399.8,393.3,81.3,81.5,85.5,85.2,7378,7310
3030,777,HL7766,L186,2023-11-26 4:59,399.9,393.1,81.3,81.5,85.5,85.2,7386,7321
3048,777,HL7766,L477,2023-11-26 11:50,421.5,414.5,86.6,86.7,86.4,86.1,7619,7510
3055,777,HL7766,L477,2023-11-26 13:34,411.7,406.5,85.5,85.5,85.9,85.7,7232,7149
3067,777,HL7766,L478,2023-11-27 1:52,398.4,392.6,84,84.1,85.2,84.9,6645,6586
3076,777,HL7766,L478,2023-11-27 3:18,388.8,382.5,81.8,82,84.5,84.4,6472,6448
3104,777,HL7766,L185,2023-11-28 1:12,365.6,360.2,80.4,80.6,83.5,83.2,6511,6481
3110,777,HL7766,L185,2023-11-28 1:51,384.2,378.4,81.8,81.9,84.6,84.3,6787,6732
3115,777,HL7766,L186,2023-11-28 5:04,385.3,379.4,80.4,80.5,84.7,84.4,7240,7141
3116,777,HL7766,L186,2023-11-28 5:04,385.3,379.4,80.4,80.5,84.7,84.4,7240,7141
3127,777,HL7766,L186,2023-11-28 5:17,376.9,371.9,80.3,80.5,84.2,84,7220,7149
3140,777,HL7766,L477,2023-11-28 12:14,385.4,382.4,83.6,83.7,84.7,84.4,7486,7426
3147,777,HL7766,L477,2023-11-28 13:52,411.9,407.8,85.5,85.5,85.9,85.7,7266,7202
3165,777,HL7766,L478,2023-11-29 2:09,402.9,398.5,82.8,83,85.6,85.5,7249,7231
3180,777,HL7766,L478,2023-11-29 2:54,398.3,395.2,83.7,83.9,85.3,85,6996,6959
3197,777,HL7766,L895,2023-11-29 11:35,367.5,362.1,79.4,79.5,83.5,83.2,6700,6653
3199,777,HL7766,L895,2023-11-29 12:04,390.8,384.4,80.7,80.8,84.2,83.9,7189,7100
3246,777,HL7766,L663,2023-11-30 8:48,385.9,381.5,82.5,82.6,84.6,84.4,7085,7061
3256,777,HL7766,L663,2023-11-30 10:06,399.3,394.3,83.5,83.6,85.3,85.1,7202,7163
3263,777,HL7766,L664,2023-11-30 17:21,401.2,398.1,83.8,83.7,85.3,85.2,7028,6958
3268,777,HL7766,L664,2023-11-30 19:13,392.4,387.9,82.8,83,84.9,84.8,6714,6698
3315,777,HL7766,L477,2023-12-01 12:31,387.8,384.8,82.4,82.5,84.9,84.7,7530,7527
3316,777,HL7766,L477,2023-12-01 12:31,387.8,384.8,82.4,82.5,84.9,84.7,7530,7527
3327,777,HL7766,L477,2023-12-01 14:32,406.7,403.9,83.3,83.5,85.8,85.6,7410,7381
3353,777,HL7766,L478,2023-12-02 2:20,406.8,402.7,84.1,84.3,85.6,85.5,7098,7051
3367,777,HL7766,L478,2023-12-02 2:57,403.3,399.2,83.8,84,85.5,85.3,6991,6952
3384,777,HL7766,L177,2023-12-02 12:10,452.1,440.5,81.2,81.2,84.7,84.5,7078,6968
3389,777,HL7766,L177,2023-12-02 13:50,387.9,381.1,82.5,82.6,84.6,84.4,6345,6362
3394,777,HL7766,L178,2023-12-02 18:01,406.8,399.1,83.3,83.5,85.3,85.1,6973,6913
3397,777,HL7766,L178,2023-12-02 18:45,397.9,392.9,83.3,83.5,85.2,85,6898,6844
3409,777,HL7766,L469,2023-12-03 1:07,383.8,380.8,83.2,83.3,84.6,84.4,7326,7285
3424,777,HL7766,L469,2023-12-03 3:58,406,400.3,84.6,84.7,85.5,85.3,6995,6931
3433,777,HL7766,L470,2023-12-03 7:41,416.6,412.6,84,84.2,86.5,86.3,7685,7638
3444,777,HL7766,L470,2023-12-03 8:36,409.4,404.3,82.6,82.9,86.1,85.9,7704,7670
3463,777,HL7766,L469,2023-12-04 1:06,395.8,392.4,83.9,83.9,85.2,85,7520,7474
3476,777,HL7766,L469,2023-12-04 4:15,407.1,402.7,85.1,85.2,85.7,85.5,7139,7065
3487,777,HL7766,L470,2023-12-04 7:43,406.1,399.8,84,84.1,85.2,85,6600,6555
3495,777,HL7766,L470,2023-12-04 8:37,392.1,386.8,82.5,82.7,84.8,84.6,6608,6603
3524,777,HL7766,L723,2023-12-05 0:52,347.4,342.1,77.9,78,82.1,81.7,6167,6127
3527,777,HL7766,L723,2023-12-05 0:55,347,341.8,77.8,77.9,81.9,81.6,6154,6114
3537,777,HL7766,L724,2023-12-05 3:47,368.5,364.5,80.9,81,83.4,83.1,6059,6033
3541,777,HL7766,L724,2023-12-05 3:51,362.7,357.7,80.5,80.6,83.1,82.8,6010,5991
3555,777,HL7766,L187,2023-12-05 8:48,364.7,360.4,80.1,80.2,83.5,83.2,6379,6370
3556,777,HL7766,L187,2023-12-05 9:19,388.3,384.8,81.8,82,84.7,84.6,6664,6649
3564,777,HL7766,L188,2023-12-05 12:02,374.6,368.5,79.5,79.7,83.7,83.4,6319,6304
3563,777,HL7766,L188,2023-12-05 12:02,374.6,368.5,79.5,79.7,83.7,83.4,6319,6304
3567,777,HL7766,L188,2023-12-05 13:04,346.8,341.4,75.1,75.2,81.5,81.2,6350,6307
3619,777,HL7766,L477,2023-12-06 11:52,421.2,416.5,86.3,86.4,86.2,86.1,7470,7394
3627,777,HL7766,L477,2023-12-06 14:44,408.9,404.2,85.3,85.4,85.7,85.5,6902,6830
3655,777,HL7766,L478,2023-12-07 5:01,379.3,371,79.7,79.8,83.3,83,6012,5934
3659,777,HL7766,L478,2023-12-07 5:01,379.3,370.9,79.7,79.8,83.3,83,6010,5932
3673,777,HL7766,L475,2023-12-07 10:13,398.4,394.5,83.7,83.8,84.7,84.5,7506,7436
3682,777,HL7766,L475,2023-12-07 11:11,413.4,409.4,84.6,84.7,86.1,85.9,7545,7492
3688,777,HL7766,L476,2023-12-07 17:01,414.7,409,84.6,84.8,86.1,85.8,7305,7235
3694,777,HL7766,L476,2023-12-07 17:39,409.3,405.9,84.6,84.8,85.9,85.7,7242,7188
3703,777,HL7766,L469,2023-12-08 1:09,384,380.5,81.7,81.9,84.6,84.4,7452,7410
3716,777,HL7766,L469,2023-12-08 3:43,403.1,398.9,83.3,83.5,85.5,85.3,7111,7062
3727,777,HL7766,L470,2023-12-08 7:42,398.9,395,82,82.2,85.4,85.2,6921,6862
3737,777,HL7766,L470,2023-12-08 8:57,390.1,386.5,82.2,82.4,84.8,84.6,6503,6525
3764,777,HL7766,L469,2023-12-09 1:05,418.1,413.4,85.8,85.8,86.2,86,7430,7317
3781,777,HL7766,L469,2023-12-09 1:16,422.9,417.8,86.8,86.9,86.4,86.2,7591,7482
3796,777,HL7766,L470,2023-12-09 7:51,409.6,400.6,82.7,82.9,85.4,85.1,6845,6745
3805,777,HL7766,L470,2023-12-09 9:22,404.5,460.2,83.9,82.3,85.2,85.4,6545,6876
3838,777,HL7766,L469,2023-12-10 1:17,415.3,410.7,86.7,86.8,86.1,85.8,7532,7432
3858,777,HL7766,L469,2023-12-10 4:25,404.4,399.9,84.5,84.6,85.5,85.3,6962,6908
3869,777,HL7766,L470,2023-12-10 8:15,407.3,403,83.9,84.1,85.8,85.5,7116,7047
3878,777,HL7766,L470,2023-12-10 9:50,399.3,394.1,83.9,84,85.2,85,6574,6531
3902,777,HL7766,L469,2023-12-11 1:11,399.4,394.8,83.1,83.2,85.4,85.2,7843,7794
3917,777,HL7766,L469,2023-12-11 2:09,408.2,403.5,84.2,84.3,85.8,85.7,7468,7405
3927,777,HL7766,L470,2023-12-11 8:06,408.1,402,84,84.1,85.7,85.5,7149,7085
3938,777,HL7766,L470,2023-12-11 9:07,401,396.3,83.4,83.5,85.4,85.2,6924,6887
3976,777,HL7766,L727,2023-12-12 3:06,386.6,381.1,81.8,81.8,84.5,84.3,6376,6360
3980,777,HL7766,L727,2023-12-12 3:10,383.2,377.7,81.5,81.5,84.3,84,6329,6306
3986,777,HL7766,L728,2023-12-12 5:58,377.9,370.3,79.8,79.9,84,83.7,6257,6201
3990,777,HL7766,L728,2023-12-12 6:14,382.4,375.7,80.6,80.7,84.3,84,6387,6331
4005,777,HL7766,L615,2023-12-12 11:39,407,400.9,84.5,84.6,85.5,85.3,6992,6925
4011,777,HL7766,L615,2023-12-12 13:23,405.5,399,85.6,85.6,85.4,85.2,6641,6592
4019,777,HL7766,L616,2023-12-12 17:20,411.4,404.8,84.4,84.5,85.9,85.7,7215,7142
4023,777,HL7766,L616,2023-12-12 17:47,404.7,399.3,83.7,83.9,85.6,85.4,6940,6912
4036,777,HL7766,L421,2023-12-13 1:15,392.4,385.6,82.8,82.9,84.9,84.7,6863,6790
4048,777,HL7766,L421,2023-12-13 3:21,393.2,386.1,82.2,82.2,84.9,84.6,6478,6417
4064,777,HL7766,L422,2023-12-13 7:34,405.9,399.1,83.5,83.6,85.7,85.5,7187,7126
4072,777,HL7766,L422,2023-12-13 7:45,404.7,397.8,83.3,83.5,85.7,85.5,7128,7086
4108,777,HL7766,L421,2023-12-14 1:13,397.4,391,83.2,83.3,85,84.8,6966,6917
4122,777,HL7766,L421,2023-12-14 3:50,396.7,390,82.8,82.9,85.1,84.9,6667,6646
4137,777,HL7766,L422,2023-12-14 7:42,408.1,400.5,83.5,83.6,85.7,85.5,6898,6852
4147,777,HL7766,L422,2023-12-14 9:06,398,391.3,82.3,82.5,85.2,85,6848,6789
4179,777,HL7766,L421,2023-12-15 1:21,390.7,384.1,82.4,82.5,84.7,84.5,6728,6693
4180,777,HL7766,L421,2023-12-15 1:21,390.7,,82.4,,84.7,,6728,
4195,777,HL7766,L421,2023-12-15 3:59,394.3,388.3,82.5,82.6,85,84.8,6594,6574
4299,777,HL7766,L469,2023-12-17 1:12,399.6,393.3,82.9,83,85.2,85,7119,7040
4318,777,HL7766,L469,2023-12-17 3:26,415.7,407.3,85.6,85.7,86,85.7,7016,6909
4330,777,HL7766,L470,2023-12-17 7:49,416.4,409.7,84.6,84.8,86.2,86,7255,7191
4340,777,HL7766,L470,2023-12-17 8:17,409,403,84.4,84.6,85.7,85.5,7125,7087
4372,777,HL7766,L469,2023-12-18 1:13,413.5,405.8,86.1,86.1,86.1,85.7,7443,7346
4388,777,HL7766,L469,2023-12-18 1:58,401.1,395.4,84.6,84.7,85.4,85.1,7026,6940
4398,777,HL7766,L470,2023-12-18 7:45,417.5,409.3,84,84.2,85.8,85.6,7100,7034
4410,777,HL7766,L470,2023-12-18 8:05,404.3,398,83.6,83.7,85.5,85.3,6954,6868
4446,777,HL7766,L421,2023-12-19 1:19,396.5,388.1,82.7,82.7,84.9,84.6,6890,6796
4457,777,HL7766,L421,2023-12-19 3:28,399.3,393.3,83.8,83.9,85.2,84.9,6516,6452
4471,777,HL7766,L422,2023-12-19 7:46,404.4,397.2,83.1,83.3,85.5,85.3,7023,6930
4478,777,HL7766,L422,2023-12-19 8:31,398,391.3,83.7,83.8,85.1,84.9,6708,6648
4506,777,HL7766,L421,2023-12-20 1:42,395.2,388.4,82.3,82.3,85.1,84.9,7204,7134
4518,777,HL7766,L421,2023-12-20 3:18,391.7,385.8,82.8,82.8,84.9,84.7,6761,6712
4531,777,HL7766,L422,2023-12-20 7:42,404.3,396.9,83.6,83.7,85.4,85.2,6761,6703
4537,777,HL7766,L422,2023-12-20 8:00,411.3,403.8,84.7,84.7,85.5,85.3,6806,6735
4572,777,HL7766,L421,2023-12-21 1:31,403.1,396.2,83.5,83.7,85.3,85.1,6943,6888
4587,777,HL7766,L421,2023-12-21 3:54,393.3,388.1,83.5,83.6,84.9,84.6,6349,6355
4599,777,HL7766,L422,2023-12-21 8:01,402.5,393.2,81.4,81.5,85.4,85.1,7017,6952
4610,777,HL7766,L422,2023-12-21 8:14,404.9,395.9,82.1,82.2,85.6,85.3,7160,7096
4764,777,HL7766,L421,2023-12-24 2:40,403.6,396,83.3,83.5,85.3,85.1,6898,6814
4778,777,HL7766,L421,2023-12-24 4:40,391,384.1,82.2,82.4,84.7,84.6,6527,6488
4786,777,HL7766,L722,2023-12-24 8:18,405.2,396.2,81.9,82,85.5,85.2,7113,7026
4798,777,HL7766,L722,2023-12-24 9:21,390.4,381.5,80.5,80.6,84.7,84.4,6681,6622
4845,777,HL7766,L186,2023-12-25 7:19,391.7,384.5,81,81.2,85,84.8,7285,7214
4852,777,HL7766,L186,2023-12-25 7:19,391.7,384.4,81,81.2,85,84.8,7281,7211
4862,777,HL7766,L615,2023-12-25 12:43,385.5,379.5,82.3,82.5,84.6,84.4,6889,6834
4868,777,HL7766,L615,2023-12-25 13:03,390.7,384.2,82.7,82.9,84.9,84.7,6986,6913
4875,777,HL7766,L616,2023-12-25 17:41,399.5,392.8,82.9,83,85.2,85,6758,6710
4880,777,HL7766,L616,2023-12-25 17:41,399.6,392.9,82.9,83,85.3,85.1,6760,6712
4891,777,HL7766,L421,2023-12-26 1:44,376.9,371.5,82.2,82.3,84.1,83.8,6628,6607
4902,777,HL7766,L421,2023-12-26 3:53,384.1,378.8,81.6,81.6,84.5,84.3,6323,6283
4912,777,HL7766,L422,2023-12-26 7:38,396.1,388.3,83.3,83.4,85,84.6,6456,6396
4921,777,HL7766,L422,2023-12-26 8:18,393.4,385.3,83.5,83.6,84.9,84.5,6452,6399
4953,777,HL7766,L421,2023-12-27 1:31,459.7,447.7,82.5,82.6,85.2,85,7087,6983
4966,777,HL7766,L421,2023-12-27 3:25,387.2,379,83.1,83.3,84.5,84.3,6310,6249
4980,777,HL7766,L422,2023-12-27 7:41,406.4,397.8,83.9,84,85.5,85.2,6885,6787
4990,777,HL7766,L422,2023-12-27 7:46,405.8,396.5,83.8,83.9,85.4,85.1,6838,6757
5024,777,HL7766,L185,2023-12-28 1:14,385,379.4,81.7,81.8,84.5,84.2,6700,6648
5033,777,HL7766,L185,2023-12-28 1:57,393.4,385.7,80.6,80.7,85,84.7,7522,7404
5040,777,HL7766,L186,2023-12-28 5:18,386,378.1,79.5,79.6,84.4,84.1,6813,6736
5046,777,HL7766,L186,2023-12-28 5:30,385.2,377.8,79.7,79.9,84.4,84.1,6840,6761
5060,777,HL7766,L615,2023-12-28 10:57,393.9,387.7,82.6,82.7,84.9,84.7,7141,7066
5067,777,HL7766,L615,2023-12-28 13:03,404.5,399,83.4,83.6,85.6,85.5,7162,7083
5076,777,HL7766,L616,2023-12-28 16:53,418.7,411.5,85.2,85.3,86.4,86.2,7506,7405
5078,777,HL7766,L616,2023-12-28 17:01,409.8,402.8,84.4,84.4,85.9,85.6,7253,7184
5092,777,HL7766,L811,2023-12-29 1:22,351.1,344.9,78.8,78.9,82.4,82.1,6753,6693
5100,777,HL7766,L811,2023-12-29 1:26,347.4,341.1,78.5,78.6,82.2,81.9,6704,6624
5109,777,HL7766,L812,2023-12-29 5:44,344.6,336.1,76.6,76.6,81.7,81.3,6272,6211
5119,777,HL7766,L812,2023-12-29 5:47,343.9,335.6,76.4,76.5,81.6,81.2,6208,6160
5133,777,HL7766,L615,2023-12-29 11:05,379,374.9,82.6,82.7,84.3,84.1,7210,7109
5143,777,HL7766,L615,2023-12-29 13:40,401.7,394.7,81.8,81.9,85.5,85.2,7122,7016
5152,777,HL7766,L616,2023-12-29 17:06,413.2,406.3,85.9,86,86,85.7,7096,7028
5156,777,HL7766,L616,2023-12-29 17:35,417.2,411.6,86.5,86.5,86.2,85.9,7268,7182
5168,777,HL7766,L421,2023-12-30 1:57,398.6,393.3,84.4,84.5,84.8,84.6,6885,6813
5181,777,HL7766,L421,2023-12-30 3:08,390.5,386.1,84,84,84.8,84.6,6609,6545
5194,777,HL7766,L422,2023-12-30 8:03,407.1,397.6,82.2,82.2,85.8,85.4,7281,7149
5208,777,HL7766,L422,2023-12-30 9:03,393.7,385,81,81.1,85,84.7,6930,6833
5247,777,HL7766,L421,2023-12-31 1:53,391.6,387.1,84.2,84.3,84.6,84.5,6573,6530
5263,777,HL7766,L421,2023-12-31 2:48,391,386.3,83.6,83.7,84.6,84.3,6400,6354
5277,777,HL7766,L422,2023-12-31 7:38,414.7,404.4,79.7,79.9,85.7,85.4,7419,7314
5289,777,HL7766,L422,2023-12-31 7:53,411.2,401,79.7,79.9,85.6,85.3,7382,7273
5320,777,HL7766,L421,2024-01-01 1:25,361.4,356.6,79.3,79.4,83.3,83,7064,6983
5332,777,HL7766,L421,2024-01-01 3:06,402.8,396.2,81.6,81.7,85.6,85.3,7362,7242
5344,777,HL7766,L422,2024-01-01 7:35,406.2,399.7,84.1,84.3,85.5,85.3,6855,6792
5354,777,HL7766,L422,2024-01-01 10:35,355.4,350.9,80.2,80.3,82.7,82.5,6010,5982
